#Question|QType|F-POS|F-DEP|F-ENT|F-SHAPE|F-TXT|Class
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?|LOC|NN|attr|NON|xxxx|country|NF
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?|LOC|NNP|compound|LOC|Xxxxx|Western|NF
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?|LOC|NNP|pobj|LOC|Xxxxx|Hemisphere|NF
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?|LOC|VB|relcl|NON|xxxx|join|NF
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?|LOC|NNP|npadvmod|NORP|Xxxxx|Russian|NF
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?|LOC|VBN|amod|NON|xxx|led|NF
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?|LOC|NN|dobj|NON|xxxx|boycott|NF
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?|LOC|CD|nummod|DATE|dddd|1984|NF
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?|LOC|NNP|compound|EVENT|Xxxxx|Summer|NF
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?|LOC|NNPS|pobj|EVENT|Xxxxx|Olympics|NF
In what part of Africa is Mozambique located ?|LOC|WP|det|NON|xxxx|what|NF
In what part of Africa is Mozambique located ?|LOC|NN|pobj|NON|xxxx|part|NF
In what part of Africa is Mozambique located ?|LOC|NNP|pobj|LOC|Xxxxx|Africa|NF
In what part of Africa is Mozambique located ?|LOC|VBZ|auxpass|NON|xx|is|NF
In what part of Africa is Mozambique located ?|LOC|NNP|nsubjpass|GPE|Xxxxx|Mozambique|NF
In what part of Africa is Mozambique located ?|LOC|VBN|ROOT|NON|xxxx|located|NF
What is the abbreviated term used for the National Bureau of Investigation ?|ABBR|WP|attr|NON|Xxxx|What|NF
What is the abbreviated term used for the National Bureau of Investigation ?|ABBR|VBZ|ROOT|NON|xx|is|NF
What is the abbreviated term used for the National Bureau of Investigation ?|ABBR|JJ|amod|NON|xxxx|abbreviated|NF
What is the abbreviated term used for the National Bureau of Investigation ?|ABBR|NN|nsubj|NON|xxxx|term|NF
What is the abbreviated term used for the National Bureau of Investigation ?|ABBR|VBN|acl|NON|xxxx|used|NF
What is the abbreviated term used for the National Bureau of Investigation ?|ABBR|NNP|compound|ORG|Xxxxx|National|NF
What is the abbreviated term used for the National Bureau of Investigation ?|ABBR|NNP|pobj|ORG|Xxxxx|Bureau|NF
What is the abbreviated term used for the National Bureau of Investigation ?|ABBR|NNP|pobj|ORG|Xxxxx|Investigation|NF
What is e-commerce ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What is e-commerce ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is e-commerce ?|DESC|NN|nsubj|NON|xxxx|commerce|NF
Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?|HUM|WP$|poss|NON|Xxxxx|Whose|NF
Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?|HUM|JJ|compound|NON|xxxx|funeral|NF
Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?|HUM|NN|nsubj|NON|xxxx|train|NF
Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?|HUM|VBD|ROOT|NON|xxxx|traveled|NF
Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?|HUM|NNP|pobj|GPE|Xxxxx|Washington|NF
Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?|HUM|NNP|appos|NON|X.X.|D.C.|NF
Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?|HUM|NNP|pobj|GPE|Xxxxx|Springfield|NF
Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?|HUM|NNP|appos|GPE|Xxxxx|Illinois|NF
How did names come about ?|DESC|VBD|aux|NON|xxx|did|NF
How did names come about ?|DESC|NNS|nsubj|NON|xxxx|names|NF
How did names come about ?|DESC|VB|ROOT|NON|xxxx|come|NF
What's the better-known identity of John Merrick , the noble ogre of Victorian England ?|HUM|WP|attr|NON|Xxxx|What|NF
What's the better-known identity of John Merrick , the noble ogre of Victorian England ?|HUM|VBZ|ROOT|NON|'x|'s|NF
What's the better-known identity of John Merrick , the noble ogre of Victorian England ?|HUM|JJR|advmod|NON|xxxx|better|NF
What's the better-known identity of John Merrick , the noble ogre of Victorian England ?|HUM|VBN|amod|NON|xxxx|known|NF
What's the better-known identity of John Merrick , the noble ogre of Victorian England ?|HUM|NN|nsubj|NON|xxxx|identity|NF
What's the better-known identity of John Merrick , the noble ogre of Victorian England ?|HUM|NNP|compound|PERSON|Xxxx|John|NF
What's the better-known identity of John Merrick , the noble ogre of Victorian England ?|HUM|NNP|pobj|PERSON|Xxxxx|Merrick|NF
What's the better-known identity of John Merrick , the noble ogre of Victorian England ?|HUM|JJ|amod|NON|xxxx|noble|NF
What's the better-known identity of John Merrick , the noble ogre of Victorian England ?|HUM|NN|appos|NON|xxxx|ogre|NF
What's the better-known identity of John Merrick , the noble ogre of Victorian England ?|HUM|NNP|compound|NON|Xxxxx|Victorian|NF
What's the better-known identity of John Merrick , the noble ogre of Victorian England ?|HUM|NNP|pobj|NON|Xxxxx|England|NF
What is her husband's name ?|HUM|WP|attr|NON|Xxxx|What|NF
What is her husband's name ?|HUM|VBZ|ROOT|NON|xx|is|NF
What is her husband's name ?|HUM|PRP$|poss|NON|xxx|her|NF
What is her husband's name ?|HUM|NN|poss|NON|xxxx|husband|NF
What is her husband's name ?|HUM|NN|nsubj|NON|xxxx|name|NF
What cigarette company urged us , '' Come to where the flavor is ? ''|HUM|WP|"pobj||prep"|NON|Xxxx|What|NF
What cigarette company urged us , '' Come to where the flavor is ? ''|HUM|NN|compound|NON|xxxx|cigarette|NF
What cigarette company urged us , '' Come to where the flavor is ? ''|HUM|NN|nsubj|NON|xxxx|company|NF
What cigarette company urged us , '' Come to where the flavor is ? ''|HUM|VBD|ROOT|NON|xxxx|urged|NF
Which of the following did not receive a 1983 '' Outstanding Mother Award '' from the National Mother's Day Committee ?|HUM|WDT|nsubj|NON|Xxxxx|Which|NF
Which of the following did not receive a 1983 '' Outstanding Mother Award '' from the National Mother's Day Committee ?|HUM|VBG|pobj|NON|xxxx|following|NF
Which of the following did not receive a 1983 '' Outstanding Mother Award '' from the National Mother's Day Committee ?|HUM|VBD|aux|NON|xxx|did|NF
Which of the following did not receive a 1983 '' Outstanding Mother Award '' from the National Mother's Day Committee ?|HUM|VB|ROOT|NON|xxxx|receive|NF
Which of the following did not receive a 1983 '' Outstanding Mother Award '' from the National Mother's Day Committee ?|HUM|CD|dobj|DATE|dddd|1983|NF
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?|HUM|WP|det|NON|Xxxx|What|NF
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?|HUM|NN|compound|NON|Xxxxx|Dynasty|NF
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?|HUM|NN|nsubj|NON|xxxx|star|NF
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?|HUM|VBD|ROOT|NON|xxxx|made|NF
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?|HUM|JJ|nmod|ORG|dxx|2th|NF
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?|HUM|NNP|compound|ORG|Xxxxx|Century|NF
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?|HUM|NNP|compound|ORG|Xxx|Fox|NF
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?|HUM|NN|dobj|NON|xxxx|debut|NF
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?|HUM|NNP|compound|GPE|Xxxxx|Virgin|NF
What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?|HUM|NNP|pobj|GPE|Xxxxx|Queen|NF
Where is Poe's birthplace ?|LOC|VBZ|ROOT|NON|xx|is|NF
Where is Poe's birthplace ?|LOC|NNP|poss|PERSON|Xxx|Poe|NF
Where is Poe's birthplace ?|LOC|NN|nsubj|NON|xxxx|birthplace|NF
What actress holds the record for the most appearances on the cover of Life ?|HUM|WP|det|NON|Xxxx|What|NF
What actress holds the record for the most appearances on the cover of Life ?|HUM|NN|nsubj|NON|xxxx|actress|NF
What actress holds the record for the most appearances on the cover of Life ?|HUM|VBZ|ROOT|NON|xxxx|holds|NF
What actress holds the record for the most appearances on the cover of Life ?|HUM|NN|dobj|NON|xxxx|record|NF
What actress holds the record for the most appearances on the cover of Life ?|HUM|JJS|amod|NON|xxxx|most|NF
What actress holds the record for the most appearances on the cover of Life ?|HUM|NNS|pobj|NON|xxxx|appearances|NF
What actress holds the record for the most appearances on the cover of Life ?|HUM|NN|pobj|NON|xxxx|cover|NF
What actress holds the record for the most appearances on the cover of Life ?|HUM|NN|pobj|NON|Xxxx|Life|NF
What was the first TV set to include a remote control ?|ENTY|WP|attr|NON|Xxxx|What|NF
What was the first TV set to include a remote control ?|ENTY|VBD|ROOT|NON|xxx|was|NF
What was the first TV set to include a remote control ?|ENTY|JJ|amod|ORDINAL|xxxx|first|NF
What was the first TV set to include a remote control ?|ENTY|NN|compound|NON|XX|TV|NF
What was the first TV set to include a remote control ?|ENTY|NN|nsubj|NON|xxx|set|NF
What was the first TV set to include a remote control ?|ENTY|VB|relcl|NON|xxxx|include|NF
What was the first TV set to include a remote control ?|ENTY|JJ|amod|NON|xxxx|remote|NF
What was the first TV set to include a remote control ?|ENTY|NN|dobj|NON|xxxx|control|NF
Name the company that used the line , '' Even your best friend won 't tell you '' in its ad ?|HUM|VB|ROOT|NON|Xxxx|Name|NF
Name the company that used the line , '' Even your best friend won 't tell you '' in its ad ?|HUM|NN|dobj|NON|xxxx|company|NF
Name the company that used the line , '' Even your best friend won 't tell you '' in its ad ?|HUM|WDT|nsubj|NON|xxxx|that|NF
Name the company that used the line , '' Even your best friend won 't tell you '' in its ad ?|HUM|VBD|relcl|NON|xxxx|used|NF
Name the company that used the line , '' Even your best friend won 't tell you '' in its ad ?|HUM|NN|dobj|NON|xxxx|line|NF
What first-aid product '' Helps the hurt stop hurting '' ?|ENTY|WP|det|NON|Xxxx|What|NF
What first-aid product '' Helps the hurt stop hurting '' ?|ENTY|NN|compound|NON|xxx|aid|NF
What first-aid product '' Helps the hurt stop hurting '' ?|ENTY|NN|nsubj|NON|xxxx|product|NF
What first-aid product '' Helps the hurt stop hurting '' ?|ENTY|VBZ|ROOT|NON|Xxxxx|Helps|NF
What first-aid product '' Helps the hurt stop hurting '' ?|ENTY|NN|amod|NON|xxxx|hurt|NF
What first-aid product '' Helps the hurt stop hurting '' ?|ENTY|NN|dobj|NON|xxxx|stop|NF
What first-aid product '' Helps the hurt stop hurting '' ?|ENTY|VBG|xcomp|NON|xxxx|hurting|NF
How does ultraviolet light damage the DNA of skin cells ?|DESC|VBZ|aux|NON|xxxx|does|NF
How does ultraviolet light damage the DNA of skin cells ?|DESC|VB|ROOT|NON|xxxx|ultraviolet|NF
How does ultraviolet light damage the DNA of skin cells ?|DESC|NN|amod|NON|xxxx|light|NF
How does ultraviolet light damage the DNA of skin cells ?|DESC|NN|conj|NON|xxxx|damage|NF
How does ultraviolet light damage the DNA of skin cells ?|DESC|NN|dobj|NON|XXX|DNA|NF
How does ultraviolet light damage the DNA of skin cells ?|DESC|NN|compound|NON|xxxx|skin|NF
How does ultraviolet light damage the DNA of skin cells ?|DESC|NNS|pobj|NON|xxxx|cells|NF
What was the verdict in the trial of Lizzie Borden ?|DESC|WP|attr|NON|Xxxx|What|NF
What was the verdict in the trial of Lizzie Borden ?|DESC|VBD|ROOT|NON|xxx|was|NF
What was the verdict in the trial of Lizzie Borden ?|DESC|NN|nsubj|NON|xxxx|verdict|NF
What was the verdict in the trial of Lizzie Borden ?|DESC|NN|pobj|NON|xxxx|trial|NF
What was the verdict in the trial of Lizzie Borden ?|DESC|NNP|compound|PERSON|Xxxxx|Lizzie|NF
What was the verdict in the trial of Lizzie Borden ?|DESC|NNP|pobj|PERSON|Xxxxx|Borden|NF
What U.S. President had brothers-in-law in the Confederate army ?|HUM|WP|dobj|NON|Xxxx|What|NF
What U.S. President had brothers-in-law in the Confederate army ?|HUM|NNP|compound|GPE|X.X.|U.S.|NF
What U.S. President had brothers-in-law in the Confederate army ?|HUM|NNP|nsubj|NON|Xxxxx|President|NF
What U.S. President had brothers-in-law in the Confederate army ?|HUM|VBD|ROOT|NON|xxx|had|NF
What U.S. President had brothers-in-law in the Confederate army ?|HUM|NNS|dobj|NON|xxxx|brothers|NF
What U.S. President had brothers-in-law in the Confederate army ?|HUM|NN|pobj|NON|xxx|law|NF
What U.S. President had brothers-in-law in the Confederate army ?|HUM|JJ|amod|NORP|Xxxxx|Confederate|NF
What U.S. President had brothers-in-law in the Confederate army ?|HUM|NN|pobj|NON|xxxx|army|NF
Who is the Queen of Holland ?|HUM|WP|attr|NON|Xxx|Who|NF
Who is the Queen of Holland ?|HUM|VBZ|ROOT|NON|xx|is|NF
Who is the Queen of Holland ?|HUM|NNP|nsubj|NON|Xxxxx|Queen|NF
Who is the Queen of Holland ?|HUM|NNP|pobj|NON|Xxxxx|Holland|NF
What does the Greek word polis mean , as in Minneapolis ?|DESC|WP|dobj|NON|Xxxx|What|NF
What does the Greek word polis mean , as in Minneapolis ?|DESC|VBZ|aux|NON|xxxx|does|NF
What does the Greek word polis mean , as in Minneapolis ?|DESC|NNP|amod|NORP|Xxxxx|Greek|NF
What does the Greek word polis mean , as in Minneapolis ?|DESC|NN|compound|NON|xxxx|word|NF
What does the Greek word polis mean , as in Minneapolis ?|DESC|NN|nsubj|NON|xxxx|polis|NF
What does the Greek word polis mean , as in Minneapolis ?|DESC|VBP|ROOT|NON|xxxx|mean|NF
What does the Greek word polis mean , as in Minneapolis ?|DESC|NNP|pobj|GPE|Xxxxx|Minneapolis|NF
Where can I find detailed information about Manchukuo ?|LOC|MD|aux|NON|xxx|can|NF
Where can I find detailed information about Manchukuo ?|LOC|VB|ROOT|NON|xxxx|find|NF
Where can I find detailed information about Manchukuo ?|LOC|JJ|amod|NON|xxxx|detailed|NF
Where can I find detailed information about Manchukuo ?|LOC|NN|dobj|NON|xxxx|information|NF
Where can I find detailed information about Manchukuo ?|LOC|NNP|pobj|NON|Xxxxx|Manchukuo|NF
What actor learned to play the saxophone and speak Russian for a role in a movie ?|HUM|WP|det|NON|Xxxx|What|NF
What actor learned to play the saxophone and speak Russian for a role in a movie ?|HUM|NN|nsubj|NON|xxxx|actor|NF
What actor learned to play the saxophone and speak Russian for a role in a movie ?|HUM|VBN|ROOT|NON|xxxx|learned|NF
What actor learned to play the saxophone and speak Russian for a role in a movie ?|HUM|VB|xcomp|NON|xxxx|play|NF
What actor learned to play the saxophone and speak Russian for a role in a movie ?|HUM|NN|dobj|NON|xxxx|saxophone|NF
What actor learned to play the saxophone and speak Russian for a role in a movie ?|HUM|VB|conj|NON|xxxx|speak|NF
What actor learned to play the saxophone and speak Russian for a role in a movie ?|HUM|NNP|dobj|LANGUAGE|Xxxxx|Russian|NF
What actor learned to play the saxophone and speak Russian for a role in a movie ?|HUM|NN|pobj|NON|xxxx|role|NF
What actor learned to play the saxophone and speak Russian for a role in a movie ?|HUM|NN|pobj|NON|xxxx|movie|NF
Who says , '' If you don 't look good , we don 't look good '' ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who says , '' If you don 't look good , we don 't look good '' ?|HUM|VBZ|ROOT|NON|xxxx|says|NF
Who says , '' If you don 't look good , we don 't look good '' ?|HUM|VBP|advcl|NON|xxx|don|NF
Who says , '' If you don 't look good , we don 't look good '' ?|HUM|NN|xcomp|NON|x|t|NF
Who says , '' If you don 't look good , we don 't look good '' ?|HUM|VBP|conj|NON|xxxx|look|NF
Who says , '' If you don 't look good , we don 't look good '' ?|HUM|JJ|acomp|NON|xxxx|good|NF
Who says , '' If you don 't look good , we don 't look good '' ?|HUM|VBP|ccomp|NON|xxx|don|NF
Who says , '' If you don 't look good , we don 't look good '' ?|HUM|NN|amod|NON|x|t|NF
Who says , '' If you don 't look good , we don 't look good '' ?|HUM|VBP|dep|NON|xxxx|look|NF
Who says , '' If you don 't look good , we don 't look good '' ?|HUM|JJ|acomp|NON|xxxx|good|NF
Who was Secretary of State during the Nixon administration ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who was Secretary of State during the Nixon administration ?|HUM|VBD|ROOT|NON|xxx|was|NF
Who was Secretary of State during the Nixon administration ?|HUM|NNP|attr|NON|Xxxxx|Secretary|NF
Who was Secretary of State during the Nixon administration ?|HUM|NNP|pobj|ORG|Xxxxx|State|NF
Who was Secretary of State during the Nixon administration ?|HUM|NNP|compound|PERSON|Xxxxx|Nixon|NF
Who was Secretary of State during the Nixon administration ?|HUM|NN|pobj|NON|xxxx|administration|NF
How much money does each player get at the beginning of the game in Monopoly ?|NUM|JJ|amod|NON|xxxx|much|NF
How much money does each player get at the beginning of the game in Monopoly ?|NUM|NN|dobj|NON|xxxx|money|NF
How much money does each player get at the beginning of the game in Monopoly ?|NUM|VBZ|aux|NON|xxxx|does|NF
How much money does each player get at the beginning of the game in Monopoly ?|NUM|NN|nsubj|NON|xxxx|player|NF
How much money does each player get at the beginning of the game in Monopoly ?|NUM|VBP|ROOT|NON|xxx|get|NF
How much money does each player get at the beginning of the game in Monopoly ?|NUM|NN|pobj|NON|xxxx|beginning|NF
How much money does each player get at the beginning of the game in Monopoly ?|NUM|NN|pobj|NON|xxxx|game|NF
How much money does each player get at the beginning of the game in Monopoly ?|NUM|NNP|pobj|NON|Xxxxx|Monopoly|NF
Where's the GUM department store ?|LOC|VBZ|ROOT|NON|'x|'s|NF
Where's the GUM department store ?|LOC|NNP|compound|ORG|XXX|GUM|NF
Where's the GUM department store ?|LOC|NN|compound|NON|xxxx|department|NF
Where's the GUM department store ?|LOC|NN|nsubj|NON|xxxx|store|NF
What is the literal meaning of '' D-DAY '' ?|DESC|WP|attr|NON|Xxxx|What|NF
What is the literal meaning of '' D-DAY '' ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is the literal meaning of '' D-DAY '' ?|DESC|JJ|amod|NON|xxxx|literal|NF
What is the literal meaning of '' D-DAY '' ?|DESC|NN|nsubj|NON|xxxx|meaning|NF
What is the literal meaning of '' D-DAY '' ?|DESC|NN|amod|NON|X|D|NF
What is the literal meaning of '' D-DAY '' ?|DESC|NN|pobj|NON|XXX|DAY|NF
What state was named the Green Mountain state ?|LOC|WP|det|NON|Xxxx|What|NF
What state was named the Green Mountain state ?|LOC|NN|nsubjpass|NON|xxxx|state|NF
What state was named the Green Mountain state ?|LOC|VBD|auxpass|NON|xxx|was|NF
What state was named the Green Mountain state ?|LOC|VBN|ROOT|NON|xxxx|named|NF
What state was named the Green Mountain state ?|LOC|NNP|compound|FAC|Xxxxx|Green|NF
What state was named the Green Mountain state ?|LOC|NNP|compound|FAC|Xxxxx|Mountain|NF
What state was named the Green Mountain state ?|LOC|NN|oprd|NON|xxxx|state|NF
What carries sperm up into the pelvic region ?|ENTY|WP|nsubj|NON|Xxxx|What|NF
What carries sperm up into the pelvic region ?|ENTY|VBZ|ROOT|NON|xxxx|carries|NF
What carries sperm up into the pelvic region ?|ENTY|NN|dobj|NON|xxxx|sperm|NF
What carries sperm up into the pelvic region ?|ENTY|JJ|amod|NON|xxxx|pelvic|NF
What carries sperm up into the pelvic region ?|ENTY|NN|pobj|NON|xxxx|region|NF
What year was the ATM first introduced ?|NUM|WP|det|NON|Xxxx|What|NF
What year was the ATM first introduced ?|NUM|NN|npadvmod|NON|xxxx|year|NF
What year was the ATM first introduced ?|NUM|VBD|auxpass|NON|xxx|was|NF
What year was the ATM first introduced ?|NUM|NNP|nsubjpass|ORG|XXX|ATM|NF
What year was the ATM first introduced ?|NUM|VBN|ROOT|NON|xxxx|introduced|NF
What are all the southern states of the United States ?|LOC|WP|"pobj||prep"|NON|Xxxx|What|NF
What are all the southern states of the United States ?|LOC|VBP|ROOT|NON|xxx|are|NF
What are all the southern states of the United States ?|LOC|PDT|predet|NON|xxx|all|NF
What are all the southern states of the United States ?|LOC|JJ|amod|NON|xxxx|southern|NF
What are all the southern states of the United States ?|LOC|NNS|nsubj|NON|xxxx|states|NF
What are all the southern states of the United States ?|LOC|NNP|compound|GPE|Xxxxx|United|NF
What are all the southern states of the United States ?|LOC|NNP|pobj|GPE|Xxxxx|States|NF
Who is Johnny Carson ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who is Johnny Carson ?|HUM|VBZ|ROOT|NON|xx|is|NF
Who is Johnny Carson ?|HUM|NNP|compound|PERSON|Xxxxx|Johnny|NF
Who is Johnny Carson ?|HUM|NNP|nsubj|PERSON|Xxxxx|Carson|NF
What does 7847+5943 equal ?|NUM|WP|dep|NON|Xxxx|What|NF
What does 7847+5943 equal ?|NUM|VBZ|aux|NON|xxxx|does|NF
What does 7847+5943 equal ?|NUM|CD|nummod|CARDINAL|dddd|7847|NF
What does 7847+5943 equal ?|NUM|CD|npadvmod|NON|dddd|5943|NF
What does 7847+5943 equal ?|NUM|JJ|ROOT|NON|xxxx|equal|NF
What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?|ENTY|WP|det|NON|Xxxx|What|NF
What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?|ENTY|NN|nsubjpass|NON|xxxx|book|NF
What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?|ENTY|VBZ|auxpass|NON|xx|is|NF
What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?|ENTY|VBN|ROOT|NON|xxxx|subtitled|NF
What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?|ENTY|NNP|oprd|ORG|Xxxxx|Preservation|NF
What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?|ENTY|NNP|compound|ORG|Xxxxx|Favoured|NF
What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?|ENTY|NNPS|pobj|ORG|Xxxxx|Races|NF
What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?|ENTY|NNP|pobj|NON|Xxxxx|Struggle|NF
What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?|ENTY|NNP|pobj|NON|Xxxx|Life|NF
Why do the chickenpoxs last so long ?|DESC|VBP|aux|NON|xx|do|NF
Why do the chickenpoxs last so long ?|DESC|NN|nsubj|NON|xxxx|chickenpoxs|NF
Why do the chickenpoxs last so long ?|DESC|JJ|ROOT|NON|xxxx|last|NF
What attorneys work for The Center for the Defense of Free Enterprise ?|HUM|WP|dobj|NON|Xxxx|What|NF
What attorneys work for The Center for the Defense of Free Enterprise ?|HUM|NNS|nsubj|NON|xxxx|attorneys|NF
What attorneys work for The Center for the Defense of Free Enterprise ?|HUM|VBP|ROOT|NON|xxxx|work|NF
What attorneys work for The Center for the Defense of Free Enterprise ?|HUM|NNP|pobj|ORG|Xxxxx|Center|NF
What attorneys work for The Center for the Defense of Free Enterprise ?|HUM|NNP|pobj|ORG|Xxxxx|Defense|NF
What attorneys work for The Center for the Defense of Free Enterprise ?|HUM|NNP|compound|ORG|Xxxx|Free|NF
What attorneys work for The Center for the Defense of Free Enterprise ?|HUM|NNP|pobj|ORG|Xxxxx|Enterprise|NF
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?|DESC|VBD|aux|NON|xxx|did|NF
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?|DESC|NNP|nsubj|GPE|X.X.|U.S.|NF
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?|DESC|VB|ROOT|NON|xxxx|come|NF
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?|DESC|NN|pobj|NON|xxxx|possession|NF
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?|DESC|NN|pobj|NON|xxxx|empire|NF
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?|DESC|NN|pobj|NON|xxxx|wake|NF
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?|DESC|JJ|amod|NON|Xxxxx|Spanish|NF
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?|DESC|NNP|compound|NON|Xxxxx|American|NF
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?|DESC|NNP|pobj|NON|Xxx|War|NF
What is Dick Clark's date of birth ?|NUM|WP|attr|NON|Xxxx|What|NF
What is Dick Clark's date of birth ?|NUM|VBZ|ROOT|NON|xx|is|NF
What is Dick Clark's date of birth ?|NUM|NNP|compound|PERSON|Xxxx|Dick|NF
What is Dick Clark's date of birth ?|NUM|NNP|poss|PERSON|Xxxxx|Clark|NF
What is Dick Clark's date of birth ?|NUM|NN|nsubj|NON|xxxx|date|NF
What is Dick Clark's date of birth ?|NUM|NN|pobj|NON|xxxx|birth|NF
What does the name '' Sheri '' mean ?|DESC|WP|ROOT|NON|Xxxx|What|NF
What does the name '' Sheri '' mean ?|DESC|VBZ|preconj|NON|xxxx|does|NF
What does the name '' Sheri '' mean ?|DESC|NN|dobj|NON|xxxx|name|NF
What is the only primate to lack pigment in the palms of its hands ?|ENTY|WP|attr|NON|Xxxx|What|NF
What is the only primate to lack pigment in the palms of its hands ?|ENTY|VBZ|ROOT|NON|xx|is|NF
What is the only primate to lack pigment in the palms of its hands ?|ENTY|JJ|amod|NON|xxxx|only|NF
What is the only primate to lack pigment in the palms of its hands ?|ENTY|NN|attr|NON|xxxx|primate|NF
What is the only primate to lack pigment in the palms of its hands ?|ENTY|VB|relcl|NON|xxxx|lack|NF
What is the only primate to lack pigment in the palms of its hands ?|ENTY|NN|dobj|NON|xxxx|pigment|NF
What is the only primate to lack pigment in the palms of its hands ?|ENTY|NNS|pobj|NON|xxxx|palms|NF
What is the only primate to lack pigment in the palms of its hands ?|ENTY|PRP$|poss|NON|xxx|its|NF
What is the only primate to lack pigment in the palms of its hands ?|ENTY|NNS|pobj|NON|xxxx|hands|NF
How many equal sides are there on a scalene triangle ?|NUM|JJ|amod|NON|xxxx|many|NF
How many equal sides are there on a scalene triangle ?|NUM|JJ|amod|NON|xxxx|equal|NF
How many equal sides are there on a scalene triangle ?|NUM|NNS|nsubj|NON|xxxx|sides|NF
How many equal sides are there on a scalene triangle ?|NUM|VBP|ROOT|NON|xxx|are|NF
How many equal sides are there on a scalene triangle ?|NUM|NN|compound|NON|xxxx|scalene|NF
How many equal sides are there on a scalene triangle ?|NUM|NN|pobj|NON|xxxx|triangle|NF
Where did Bill Gates go to college ?|LOC|VBD|aux|NON|xxx|did|NF
Where did Bill Gates go to college ?|LOC|NNP|compound|PERSON|Xxxx|Bill|NF
Where did Bill Gates go to college ?|LOC|NNP|nsubj|PERSON|Xxxxx|Gates|NF
Where did Bill Gates go to college ?|LOC|VB|ROOT|NON|xx|go|NF
Where did Bill Gates go to college ?|LOC|NN|pobj|NON|xxxx|college|NF
What constellation is known as The Water Bearer ?|LOC|WP|det|NON|Xxxx|What|NF
What constellation is known as The Water Bearer ?|LOC|NN|nsubjpass|NON|xxxx|constellation|NF
What constellation is known as The Water Bearer ?|LOC|VBZ|auxpass|NON|xx|is|NF
What constellation is known as The Water Bearer ?|LOC|VBN|ROOT|NON|xxxx|known|NF
What constellation is known as The Water Bearer ?|LOC|NNP|compound|ORG|Xxxxx|Water|NF
What constellation is known as The Water Bearer ?|LOC|NNP|pobj|ORG|Xxxxx|Bearer|NF
What tale has the moral : '' He who wants everything gets nothing '' ?|ENTY|WP|det|NON|Xxxx|What|NF
What tale has the moral : '' He who wants everything gets nothing '' ?|ENTY|NN|nsubj|NON|xxxx|tale|NF
